ac_no,district,ac_name,candidate,candidate_votes_total,booth_count,is_placeholder_candidate,party,allowed_parties,is_non_candidate_header,needs_review,notes,prefill_source,prefill_score
42,Dakshin Dinajpur,Harihampur Assembly,JALALUDDIN KUMAR,574,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:JALALUDDIN AHMED,0.75
42,Dakshin Dinajpur,Harihampur Assembly,"SHANKAR MARDI, BMP",148,88,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"NILANJAN MITRA, AITC",119,37,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,HARISH MAHATOS,83,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"RAFIKUL LAM, CPI(M)",76,43,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"RAFIKUL ISLAM, CPI(M)",70,46,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"CHAKRAPANI, AIITF",54,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
42,Dakshin Dinajpur,Harihampur Assembly,"JALALUDDIN KUMAR, CPI(M)",52,46,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"HARISH MAHATO, S",51,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"BIPLAB ISLAM, CPI(M)",43,37,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
42,Dakshin Dinajpur,Harihampur Assembly,"SHANKAR MARDI, MP",28,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
43,Malda,,candidate_col_2,19187,103,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
43,Malda,,candidate_col_1,15311,103,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
43,Malda,,candidate_col_3,9931,101,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
44,Malda,,CHINMOY DEB,75338,212,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,ARUN KUMAR,22544,175,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,BASANT,16238,86,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,SANATAN,14352,114,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,BARMAN,7087,42,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
44,Malda,,BASANTI,6981,74,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,SATISH,4812,82,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,SUPEN KUMAR,2680,82,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,ISWAS,1794,41,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,BISWAS,1658,42,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,MINU SARKAR,1367,113,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
44,Malda,,ARUN KUMAR CHINMOY DEB,962,34,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
44,Malda,,BIPAD,926,112,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Nihar,17876,44,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Jhantu Prasad,8476,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,candidate_col_1,8040,74,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,candidate_col_2,7176,97,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,No. Of Rejected,6712,22,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
45,Malda,,Nihar Ranjan Kumar,5659,46,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Jhantu Saha,5596,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,Dipankar,4971,45,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Younish Ghosh,4945,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,Asif Mehbub (Bankat),4334,28,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Asif,3579,43,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Nihar Rabidas,3046,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,candidate_col_4,2979,20,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,candidate_col_7,623,38,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,Younish Mia,574,17,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,candidate_col_3,285,77,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,Jhantu,171,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Younish,143,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Dipankar Ram,114,46,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Bhakta Saha,77,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,Dipankar Ghosh,61,16,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
45,Malda,,Bhakta,44,23,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
45,Malda,,candidate_col_6,3,1,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,MD OLIUR,6871,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
46,Malda,,candidate_col_4,2811,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,MD. RAM MUSARAF,2685,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,SUBRATA DAS,1783,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
46,Malda,,candidate_col_2,1360,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,ALAM TAJMUL,1133,26,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,ALAM,405,15,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,candidate_col_5,187,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,candidate_col_1,69,23,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
46,Malda,,candidate_col_6,49,24,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
47,Malda,MALATIPUR,ABDUR RAHIM Votes,37122,113,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,Serial No. of BOXI,17015,38,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
47,Malda,MALATIPUR,ALBERUNI,13879,94,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,ABDUR RAHIM,11996,47,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,AB DUR RAHIM,10824,33,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:ABDUR RAHIM BOXI,0.786
47,Malda,MALATIPUR,MOUSUMI DAS,9049,94,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,MOTIUR RAHAMAN,8256,94,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,ALBERUNI Votes,4560,113,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
47,Malda,MALATIPUR,MOUSUMI DAS Votes,4329,113,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,MD KAMRUL HODA Votes,2787,113,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,MOTIUR RAHAMAN Votes,473,75,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,GOLAM FARUQUE Votes,279,113,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,GOLAM FARUQUE,240,94,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,MD KAMRUL HODA,188,56,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
47,Malda,MALATIPUR,No. of Valid Votes,137,38,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
48,Malda,,SAMAR,70512,162,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ARAFAT ALI,37327,162,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ASHOK ARAFAT ALI CHOWDHURY,28529,84,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ABISHEK,24360,139,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ARAFAT ALI CHOWDHURY,23273,42,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,KHATUN,22168,126,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
48,Malda,,KHATUN NAJEMA,19852,167,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ALI CHOWHURY,14042,41,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Ashok Chowdhury,0.741
48,Malda,,ABISHEK SINGHANIA,11913,85,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,CHAITANYA,4762,162,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,CHAITANYA RABIDAS,2975,123,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,PAYEL,2688,162,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,SABINA,2409,121,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,CHAITANYA ABIDAS,2337,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,SK ISRAIL,1708,36,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ABISHEK INGHANIA,1646,25,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,SAMAR MUKHERJEE,1165,167,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,ASHOK KHATN,745,42,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
48,Malda,,ASHOK,704,162,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
48,Malda,,PAYEL KHATUN,425,84,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,CHANDRA,45421,227,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,GOUR,44200,243,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,AMAL KUMAR,26494,265,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,CHANCHALA,14045,264,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,ANIL CH,12885,227,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,ALAM,11837,253,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,CHANDRA MANDAL,11680,38,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,SABITRI MITRA,9776,188,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,ANIL CH MANDAL,5196,13,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,GOUR ALAM,3687,50,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
49,Malda,MANIKCHAK,CHANCHALA KARMAKAR,3610,18,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,Valid Votes,914,38,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
49,Malda,MANIKCHAK,DALIM,829,190,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,DALIM MANDAL,623,13,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,AMAL KUMAR CHANDRA MANDAL,523,17,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:GOUR CHANDRA MANDAL,0.773
49,Malda,MANIKCHAK,SABITRI,521,76,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,MITRA,378,76,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,CHANCHALA MANDAL,164,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:CHANCHALA KARMAKAR,0.765
49,Malda,MANIKCHAK,MOTTAKIN,164,37,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,candidate_col_8,117,18,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
49,Malda,MANIKCHAK,SUMITRA DAS,81,50,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,SABITRI MITRA RABIDAS MANDAL,73,18,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,KARMAKAR,71,37,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
49,Malda,MANIKCHAK,candidate_col_7,62,15,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
49,Malda,MANIKCHAK,candidate_col_9,19,17,True,,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
50,Malda,MALDAHA (SC),UJJWAL KUMAR,16183,76,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
50,Malda,MALDAHA (SC),GOPAL CHANDRA SAHA,12337,38,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
50,Malda,MALDAHA (SC),GOPAL CHOWDHURY,12180,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
50,Malda,MALDAHA (SC),BHUPENDRA NATH HALDER (ARJUN),3652,76,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
50,Malda,MALDAHA (SC),SUJIT KUMAR,274,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
50,Malda,MALDAHA (SC),MUKUL SARKAR,175,75,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
50,Malda,MALDAHA (SC),MIRANA SARKAR,162,76,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
50,Malda,MALDAHA (SC),SANTOSH KUMAR MOULIK,85,76,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Sujit Kumar Moulik,0.789
51,Malda,ENGLISH BAZAR,DU,153320,345,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,MITRA,65678,346,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,KOUSHIK,20130,344,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,KRISHNEN,17190,69,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,KOUSHIK (13),12200,38,False,CPM,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,SREERUPA (11),4218,38,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,KRISHNEN (Y),3029,26,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,SREERUPA,2284,69,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,ADITYA,1238,309,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,DU (12),984,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
51,Malda,ENGLISH BAZAR,SURESH,949,344,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,MITRA (14),89,38,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,UMA DAS,62,81,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,GAUTAM,43,74,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,FIROZ,30,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,ADITYA (16),28,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
51,Malda,ENGLISH BAZAR,SURESH (15),18,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SHYAMCHANMST YEASMIN,46717,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,MD ALI,25157,157,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,YEASMIN,19838,70,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SHYAMCHAN,15711,49,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,YEASMIN KHATUN,15503,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,YEASMIN (NUR HOQUE),7199,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,MST D GHOSH,5987,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,MD EBRAHIM HOSSAIN,5688,123,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,RAM CHANDRA KALIMULLAH,5635,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,SUBODH,4759,107,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SHYAMCHAN YEASMIN,4675,34,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,Votes,3964,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,MD FARUQUE GHOSH,3900,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,MST AKTARI,3799,49,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SHYAMCHAN SABINA (SAHITYARATNA),3591,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,MD FARUQUE DULAL SK,3178,46,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,AKTARI,3115,41,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,DULAL SK KALIMULLAH,2807,46,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,MD ALI DULAL SK,2248,32,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SHYAMCHANMST,2222,41,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,MD FARUQUE,1209,141,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SAIDUR,1186,113,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SUBODH SARKAR,1174,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SAIDUR RAHAMAN,1167,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,SAIDUR KALIMULLAH,822,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,MST AKTARI RAHAMAN,757,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,RAM CHANDRA,683,114,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,CHOWDHURY RAHAMAN,610,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,SUBODH RAHAMAN,570,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,RAM CHANDRA KHATUN,568,32,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,SAIDUR CHOWDHURY,540,29,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,SHYAMCHAN CHOWDHURY,390,46,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:RAMCHANDRA CHOWDHURI,0.769
52,Malda,MOTHABARI,MD AKTARI,72,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
52,Malda,MOTHABARI,MD ALI SARKAR,67,45,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
52,Malda,MOTHABARI,Valid Votes,40,41,False,,TMC|BJP|INC|CPM|ISF|OTHER,True,True,,,
52,Malda,MOTHABARI,RAM CHANDRA HOSSAIN,17,30,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,CHOUDHUR MD ABDUL,40402,86,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,SK NASMUL,25599,104,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,RAFIKUL GHANI,21497,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,RAFIKUL HASAN,17897,87,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,ISHA KHAN,17566,232,False,INC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD ABDUL HASAN,17167,38,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Md Abdul Ghani,0.857
53,Malda,SUJAPUR,MD ABDUL,15613,44,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,RAFIKUL ISLAM,13757,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD MANJUR,6400,134,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD ABDUL GHANI,4873,47,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD NASMUL ISLAM,3930,47,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,CHOUDHUR MD ABDUL GHANI,3431,44,False,TMC,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD ABDUL RAFIQUL,2845,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,SK NASMUL HOQUE,2341,80,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD NUR ISLAM,2006,80,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,SK ZIAUDDIN HOQUE,913,3,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,SK ISLAM,601,87,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,MD RAHIM,509,82,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD MONIRUL ALAHI,478,3,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Md Monirul Hasan,0.812
53,Malda,SUJAPUR,RAFIKUL,411,87,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD NUR HASAN,382,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,eci_candidate:Md Monirul Hasan,0.786
53,Malda,SUJAPUR,MD NUR,361,103,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD HOQUE,360,43,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD MANJUR ALAHI,250,79,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD ABDUL ISLAM,200,44,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,True,,,
53,Malda,SUJAPUR,MD ZIAUDDIN,181,87,False,BJP,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD SAIDUL,180,134,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
53,Malda,SUJAPUR,MD RAFIQUL ISLAM,175,38,False,OTHER,TMC|BJP|INC|CPM|ISF|OTHER,False,False,,,
