ac_no,ac_name,iterations,mean_bjp_votes,mean_tmc_votes,bjp_win_probability,tmc_win_probability,expected_margin,turnout_change,sir_deletion_factor,tmc_to_bjp_swing,noise_sd,ac_noise_sd,scenario_id,scenario,predicted_winner,winner_probability,confidence_pct,margin_probability_gap,confidence_bucket
35,Raiganj,20000,20333.310178908567,18404.913035377045,0.73155,0.26845,1928.3971435315225,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.73155,73.16,0.4631,lean
36,Itahar,20000,21259.67703799792,42839.32296200183,5e-05,0.99995,-21579.645924003908,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.99995,100.0,0.9999,high_confidence
37,Kushmandi (SC),20000,37875.73668887657,53932.36810154272,0.0147,0.9853,-16056.631412666156,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.9853,98.53,0.9705999999999999,high_confidence
38,Kumarganj,20000,23064.598797887968,42447.40120211197,5e-05,0.99995,-19382.802404224007,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.99995,100.0,0.9999,high_confidence
39,Balurghat,20000,44979.74240418526,44677.67734890144,0.51625,0.48375,302.06505528382064,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.51625,51.62,0.03249999999999997,competitive
40,Tapan (ST),20000,45100.83347454487,54052.74182666002,0.1292,0.8708,-8951.90835211516,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.8708,87.08,0.7416,likely
41,Gangarampur (SC),20000,43851.72088586609,50856.83300634933,0.17485,0.82515,-7005.112120483238,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.82515,82.52,0.6503000000000001,likely
42,Harirampur,20000,59840.476760510086,96263.889494634,0.0023,0.9977,-36423.4127341239,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.9977,99.77,0.9954000000000001,high_confidence
43,Habibpur (ST),20000,97903.79315833528,94977.63541309306,0.57515,0.42485,2926.157745242238,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.57515,57.52,0.15030000000000004,competitive
44,Gazole (SC),20000,83232.09636369329,56345.90363630663,0.9989,0.0011,26886.192727386653,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.9989,99.89,0.9978,high_confidence
45,Chanchal,20000,34010.41359542611,104278.28323715238,0.0,1.0,-70267.86964172628,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
46,Harishchandrapur,20000,8193.511836226182,29311.889949488104,0.0,1.0,-21118.37811326192,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
47,Malatipur,20000,14671.02816280422,95824.97183719596,0.0,1.0,-81153.94367439173,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
48,Ratua,20000,133632.05642613495,78643.94357386406,1.0,0.0,54988.11285227089,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,1.0,100.0,1.0,high_confidence
49,Manikchak,20000,151449.79521336363,27714.204786635102,1.0,0.0,123735.59042672854,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,1.0,100.0,1.0,high_confidence
50,Maldaha,20000,18111.63374156909,18499.366258430902,0.44975,0.55025,-387.7325168618053,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,0.55025,55.02,0.10050000000000003,competitive
51,English Bazar,20000,134422.97163181857,133462.71044910545,0.51165,0.48835,960.2611827131273,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,BJP,0.51165,51.17,0.023300000000000043,competitive
52,Mothabari,20000,29367.962085899817,90564.03791410023,0.0,1.0,-61196.07582820042,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
53,Sujapur,20000,20137.009492353947,129983.9905076464,0.0,1.0,-109846.98101529243,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
54,Baisnabnagar,20000,33286.78959520842,96307.21040479145,0.0,1.0,-63020.42080958302,0.0,0.0,-0.05,0.015,0.04,tmc_defence,TMC defence -5pp,TMC,1.0,100.0,1.0,high_confidence
